EduCat,USRCat,AgeCat,IncCat,MarCat,RaceCat,GenderCat,1,2,3,4,5,6,n
2,3,2,1,5,2,2,0,1,0,0,0,1,2
2,3,2,2,1,2,1,0,1,0,0,0,0,1
2,3,2,2,1,2,2,1,0,0,0,4,0,5
2,3,2,2,3,2,1,0,0,1,0,1,0,2
2,3,2,2,4,2,2,0,1,0,0,0,0,1
2,3,2,2,5,1,1,1,0,0,0,0,0,1
2,3,2,2,5,2,1,0,0,1,0,0,0,1
2,3,2,2,5,2,2,1,2,0,1,0,0,4
2,3,2,3,1,2,1,0,0,1,0,0,0,1
2,3,2,3,1,2,2,0,0,0,5,1,0,6
2,3,2,3,3,2,1,0,1,0,0,0,0,1
2,3,2,4,1,2,1,0,0,0,1,0,0,1
2,3,2,5,5,2,2,0,1,0,0,0,0,1
2,3,2,6,1,2,2,0,0,0,0,1,0,1
2,3,2,6,3,2,2,0,0,1,0,0,0,1
2,3,2,6,5,2,1,0,0,0,1,0,0,1
2,3,3,1,1,2,2,0,1,0,0,0,0,1
2,3,3,1,3,1,2,0,0,0,0,0,1,1
2,3,3,1,3,2,1,0,0,1,1,0,0,2
2,3,3,1,3,2,2,0,0,0,0,0,1,1
2,3,3,1,4,2,2,0,0,1,0,0,0,1
2,3,3,1,4,3,2,0,0,1,0,0,0,1
2,3,3,1,5,2,2,0,0,0,0,0,1,1
2,3,3,2,1,2,1,0,0,3,3,3,0,9
2,3,3,2,1,2,2,0,1,3,2,2,1,9
2,3,3,2,1,3,2,1,0,0,0,0,0,1
2,3,3,2,2,2,2,0,0,0,0,1,0,1
2,3,3,2,3,1,1,0,0,0,1,0,0,1
2,3,3,2,3,1,2,0,0,0,1,0,0,1
2,3,3,2,3,2,1,0,0,0,1,0,0,1
2,3,3,2,3,2,2,0,0,0,1,0,0,1
2,3,3,2,4,2,2,0,0,1,0,0,0,1
2,3,3,2,5,2,1,0,0,0,1,0,1,2
2,3,3,2,5,2,2,0,1,1,0,1,0,3
2,3,3,3,1,1,1,0,0,0,0,1,0,1
2,3,3,3,1,2,1,0,0,1,4,4,0,9
2,3,3,3,1,2,2,0,1,4,2,2,0,9
2,3,3,3,3,2,1,0,0,0,1,1,0,2
2,3,3,3,3,2,2,1,0,1,0,0,0,2
2,3,3,3,4,2,1,0,0,0,0,1,0,1
2,3,3,3,4,2,2,0,0,0,0,1,0,1
2,3,3,3,5,2,2,0,1,0,0,0,0,1
2,3,3,4,1,2,1,0,1,1,2,0,0,4
2,3,3,4,1,2,2,0,0,1,1,1,0,3
2,3,3,4,3,2,2,0,0,1,0,0,0,1
2,3,3,5,1,2,1,0,0,2,0,0,0,2
2,3,3,5,1,2,2,0,0,0,1,1,0,2
2,3,3,6,1,2,2,0,1,0,0,0,0,1
2,3,3,6,3,2,1,0,0,1,0,0,0,1
2,3,3,6,5,2,2,0,0,0,0,1,0,1
2,3,4,1,1,2,1,0,0,3,0,1,0,4
2,3,4,1,1,2,2,0,0,1,0,1,0,2
2,3,4,1,1,3,2,0,0,1,0,0,0,1
2,3,4,1,2,2,2,0,0,1,3,0,0,4
2,3,4,1,3,2,1,0,0,1,0,0,0,1
2,3,4,1,3,2,2,0,0,2,1,0,0,3
2,3,4,1,4,2,1,0,0,0,0,0,1,1
2,3,4,1,4,3,1,0,0,0,1,0,0,1
2,3,4,1,5,2,1,0,0,1,2,0,0,3
2,3,4,1,5,2,2,0,0,0,2,0,0,2
2,3,4,2,1,2,1,0,1,2,4,2,0,9
2,3,4,2,1,2,2,0,0,11,8,5,2,26
2,3,4,2,1,3,1,0,0,0,1,0,0,1
2,3,4,2,2,2,2,0,0,1,1,0,0,2
2,3,4,2,3,2,1,0,1,1,3,2,0,7
2,3,4,2,3,2,2,0,1,1,1,0,0,3
2,3,4,2,4,2,2,0,0,0,0,1,0,1
2,3,4,2,5,2,1,1,1,0,0,0,0,2
2,3,4,2,5,2,2,0,0,2,1,0,0,3
2,3,4,2,5,4,2,0,0,0,0,1,0,1
2,3,4,3,1,2,1,0,1,1,4,1,0,7
2,3,4,3,1,2,2,0,1,8,3,4,0,16
2,3,4,3,1,3,2,0,0,0,1,0,0,1
2,3,4,3,1,4,1,0,1,0,0,0,0,1
2,3,4,3,2,2,2,0,0,0,0,1,0,1
2,3,4,3,3,2,1,0,0,0,2,2,0,4
2,3,4,3,3,4,1,0,1,0,0,0,0,1
2,3,4,3,5,2,1,0,0,1,0,0,0,1
2,3,4,3,5,2,2,0,0,1,1,0,0,2
2,3,4,4,1,2,1,0,0,1,4,0,0,5
2,3,4,4,1,2,2,1,1,0,3,0,0,5
2,3,4,4,1,4,1,0,0,0,1,0,0,1
2,3,4,4,1,4,2,0,0,0,1,0,0,1
2,3,4,4,2,2,1,0,1,0,0,0,0,1
2,3,4,4,3,1,1,0,0,0,1,0,0,1
2,3,4,5,1,1,1,0,0,0,1,0,0,1
2,3,4,5,1,2,1,0,0,0,2,1,0,3
2,3,4,5,1,2,2,0,0,0,1,0,0,1
2,3,4,5,1,3,1,0,0,1,0,0,0,1
2,3,4,5,5,2,2,0,0,1,0,0,0,1
2,3,4,6,1,1,1,0,1,0,0,0,0,1
2,3,4,6,1,2,1,0,0,0,2,1,0,3
2,3,4,6,1,2,2,0,0,1,0,0,0,1
2,3,4,6,5,2,1,0,0,0,0,1,0,1
2,3,5,1,2,2,1,0,0,1,1,1,0,3
2,3,5,1,2,2,2,1,0,1,3,3,0,8
2,3,5,1,3,2,1,0,0,0,1,1,0,2
2,3,5,1,3,2,2,1,0,3,0,1,1,6
2,3,5,1,3,3,2,0,0,0,0,0,1,1
2,3,5,1,5,2,2,0,0,0,1,0,1,2
2,3,5,2,1,1,1,0,0,0,0,1,0,1
2,3,5,2,1,2,1,0,1,8,8,2,0,19
2,3,5,2,1,2,2,0,4,12,10,4,3,33
2,3,5,2,1,4,2,0,0,1,0,0,0,1
2,3,5,2,2,1,2,0,0,0,0,1,0,1
2,3,5,2,2,2,1,0,0,0,3,0,0,3
2,3,5,2,2,2,2,1,3,4,6,3,1,18
2,3,5,2,3,1,1,0,0,0,1,0,0,1
2,3,5,2,3,2,1,1,0,1,2,1,0,5
2,3,5,2,3,2,2,0,0,3,1,0,0,4
2,3,5,2,3,4,2,0,1,0,0,1,0,2
2,3,5,2,4,2,2,0,0,1,0,0,0,1
2,3,5,2,5,2,1,1,2,1,1,2,0,7
2,3,5,3,1,1,1,0,0,0,0,1,0,1
2,3,5,3,1,2,1,0,1,2,6,1,0,10
2,3,5,3,1,2,2,0,2,2,4,2,1,11
2,3,5,3,1,3,1,0,1,0,0,0,0,1
2,3,5,3,1,4,1,0,1,0,0,0,0,1
2,3,5,3,2,2,2,0,1,2,0,0,0,3
2,3,5,3,5,2,1,0,1,0,1,1,0,3
2,3,5,3,5,2,2,0,0,1,0,0,0,1
2,3,5,4,1,2,1,0,0,1,1,0,0,2
2,3,5,4,1,4,2,0,0,0,1,0,0,1
2,3,5,5,1,2,1,1,0,1,0,0,0,2
2,3,5,5,1,2,2,0,1,1,0,0,0,2
2,3,5,5,2,2,1,0,0,1,0,0,0,1
2,3,5,5,2,2,2,0,0,0,0,1,0,1
2,3,5,5,3,2,1,0,1,0,0,0,0,1
2,3,5,6,1,2,1,0,2,2,2,1,0,7
2,3,5,6,1,2,2,0,0,2,2,1,0,5
2,3,5,6,2,2,1,0,0,1,0,0,0,1
2,3,5,6,2,2,2,1,0,1,3,1,0,6
2,3,5,6,3,2,1,0,0,0,0,1,0,1
2,3,5,6,3,2,2,0,0,2,0,0,0,2
3,1,1,1,5,2,2,1,0,0,0,0,0,1
3,1,1,1,5,3,1,0,0,1,0,0,0,1
3,1,1,2,1,2,2,0,0,0,0,1,0,1
3,1,1,2,3,2,1,0,0,0,0,1,0,1
3,1,1,2,5,5,1,0,0,1,0,0,0,1
3,1,1,4,5,3,2,0,0,1,0,0,0,1
3,1,1,5,5,2,2,0,0,0,0,0,1,1
3,1,1,6,1,3,2,1,0,0,0,0,0,1
3,1,1,6,1,4,1,0,0,1,0,0,0,1
3,1,1,6,5,2,2,0,1,0,0,0,0,1
3,1,2,1,3,2,2,0,0,0,1,0,0,1
3,1,2,1,3,4,2,0,0,0,0,0,1,1
3,1,2,1,5,2,1,0,0,1,0,0,0,1
3,1,2,1,5,3,2,1,0,0,0,0,0,1
3,1,2,1,5,4,1,0,0,0,1,0,0,1
3,1,2,2,1,2,2,0,1,0,0,0,0,1
3,1,2,2,1,3,2,0,0,1,0,0,0,1
3,1,2,2,3,3,2,1,0,0,0,0,0,1
3,1,2,2,5,1,2,1,0,0,0,0,0,1
3,1,2,2,5,2,1,1,0,1,0,0,0,2
3,1,2,2,5,2,2,0,1,1,0,0,0,2
3,1,2,2,5,3,1,0,0,1,0,0,0,1
3,1,2,2,5,3,2,0,1,1,0,0,0,2
3,1,2,3,1,1,2,0,0,0,0,0,1,1
3,1,2,3,1,2,1,0,1,0,0,0,0,1
3,1,2,3,1,2,2,1,0,1,0,0,0,2
3,1,2,3,1,4,1,0,0,1,0,0,0,1
3,1,2,3,1,4,2,0,1,0,0,1,0,2
3,1,2,3,5,2,1,0,0,0,1,0,0,1
3,1,2,3,5,2,2,0,1,0,0,0,0,1
3,1,2,5,1,2,2,1,0,0,0,0,0,1
3,1,2,5,1,3,1,0,1,0,0,0,0,1
3,1,2,5,1,4,1,0,0,0,1,0,0,1
3,1,2,6,5,3,2,0,0,0,0,0,1,1
3,1,2,6,5,4,1,0,0,0,1,0,0,1
3,1,2,6,5,4,2,0,1,0,0,0,0,1
3,1,3,1,1,2,2,1,0,0,0,0,0,1
3,1,3,1,1,5,2,0,0,1,0,0,0,1
3,1,3,1,5,2,1,1,0,0,0,0,0,1
3,1,3,1,5,3,1,1,0,1,0,0,0,2
3,1,3,1,5,3,2,0,0,0,0,0,1,1
3,1,3,1,5,4,1,0,1,0,0,0,0,1
3,1,3,2,1,1,1,0,0,1,0,0,0,1
3,1,3,2,1,1,2,0,1,0,0,0,0,1
3,1,3,2,1,2,1,0,1,2,2,0,0,5
3,1,3,2,1,2,2,0,0,2,1,0,0,3
3,1,3,2,1,3,2,0,0,1,0,0,0,1
3,1,3,2,2,2,1,0,0,0,1,0,0,1
3,1,3,2,3,1,2,0,1,0,0,0,0,1
3,1,3,2,3,2,2,0,0,0,1,0,0,1
3,1,3,2,5,2,1,0,1,0,1,0,0,2
3,1,3,2,5,2,2,0,1,1,0,0,0,2
3,1,3,2,5,4,1,0,0,0,1,0,0,1
3,1,3,3,1,1,2,0,0,0,1,0,0,1
3,1,3,3,1,2,1,0,0,1,1,1,0,3
3,1,3,3,1,2,2,0,0,1,0,0,0,1
3,1,3,3,1,3,2,0,1,0,0,0,0,1
3,1,3,3,1,4,2,0,0,1,0,0,0,1
3,1,3,3,5,1,2,0,0,1,0,0,0,1
3,1,3,3,5,2,1,0,0,0,1,0,0,1
3,1,3,3,5,2,2,0,0,0,0,1,1,2
3,1,3,3,5,3,1,0,0,0,1,0,0,1
3,1,3,4,1,2,1,1,0,1,1,0,0,3
3,1,3,4,1,2,2,0,0,1,1,0,0,2
3,1,3,4,3,4,2,0,0,1,0,0,0,1
3,1,3,5,1,2,1,0,0,3,1,0,0,4
3,1,3,5,1,2,2,0,0,1,1,1,0,3
3,1,3,5,1,3,2,0,0,2,0,0,0,2
3,1,3,5,1,4,1,0,0,1,0,0,0,1
3,1,3,5,3,1,1,0,0,1,0,0,0,1
3,1,3,5,3,2,1,0,0,1,0,0,0,1
3,1,3,5,5,2,2,0,0,1,0,0,0,1
3,1,3,6,1,5,2,1,0,0,0,0,0,1
3,1,3,6,5,2,1,0,0,1,1,0,0,2
3,1,3,6,5,2,2,0,0,0,1,0,0,1
3,1,3,6,5,4,2,0,0,0,0,0,1,1
3,1,4,1,1,3,1,1,0,0,0,0,0,1
3,1,4,1,1,3,2,0,0,2,0,0,0,2
3,1,4,1,2,1,2,0,0,1,0,0,0,1
3,1,4,1,2,3,1,0,1,0,0,0,0,1
3,1,4,1,3,1,2,0,0,0,1,0,0,1
3,1,4,1,3,2,2,0,0,1,0,0,0,1
3,1,4,1,4,4,2,0,0,1,0,0,0,1
3,1,4,1,5,1,2,0,0,1,0,0,0,1
3,1,4,1,5,2,1,0,0,1,0,0,0,1
3,1,4,2,1,1,2,0,1,0,0,0,0,1
3,1,4,2,1,2,1,0,0,1,2,1,0,4
3,1,4,2,1,2,2,0,0,7,0,0,1,8
3,1,4,2,2,1,2,0,0,1,0,0,0,1
3,1,4,2,2,2,1,0,0,1,0,0,0,1
3,1,4,2,2,2,2,0,2,0,0,0,0,2
3,1,4,2,3,1,2,0,1,0,0,0,0,1
3,1,4,2,3,2,1,0,0,2,0,0,0,2
3,1,4,2,3,2,2,1,1,0,0,0,0,2
3,1,4,2,3,4,1,0,0,0,1,0,0,1
3,1,4,2,3,4,2,0,1,0,0,0,0,1
3,1,4,2,5,2,1,0,0,1,0,1,0,2
3,1,4,2,5,2,2,0,1,3,1,0,0,5
3,1,4,2,5,3,2,0,0,1,0,0,0,1
3,1,4,2,5,4,1,0,1,1,0,0,0,2
3,1,4,2,5,4,2,0,0,1,1,0,0,2
3,1,4,3,1,2,1,0,1,1,4,1,0,7
3,1,4,3,1,2,2,0,1,1,0,0,0,2
3,1,4,3,1,4,1,0,0,2,1,0,0,3
3,1,4,3,2,2,2,0,0,0,0,1,0,1
3,1,4,3,3,1,1,0,1,0,0,0,0,1
3,1,4,3,3,2,1,0,0,0,0,1,0,1
3,1,4,3,3,2,2,0,1,0,0,0,0,1
3,1,4,3,3,3,2,0,0,1,0,0,0,1
3,1,4,3,3,4,2,1,0,0,0,0,0,1
3,1,4,3,4,4,2,0,0,1,0,0,0,1
3,1,4,3,5,2,1,0,0,1,0,0,0,1
3,1,4,4,1,2,1,0,0,1,1,0,0,2
3,1,4,4,1,2,2,0,1,1,1,0,0,3
3,1,4,4,1,3,2,0,0,1,1,0,0,2
3,1,4,4,1,4,1,0,0,0,1,0,0,1
3,1,4,4,1,4,2,0,0,0,0,1,0,1
3,1,4,4,5,2,2,0,0,0,0,1,0,1
3,1,4,4,5,3,2,0,1,0,0,0,0,1
3,1,4,4,5,4,1,0,1,0,0,0,0,1
3,1,4,5,1,1,1,0,0,0,0,1,0,1
3,1,4,5,1,2,1,0,0,1,1,3,0,5
3,1,4,5,1,2,2,0,0,2,0,1,0,3
3,1,4,5,1,3,1,0,0,1,0,0,0,1
3,1,4,5,1,4,1,0,1,0,0,0,0,1
3,1,4,5,3,2,1,0,0,0,0,1,0,1
3,1,4,5,3,3,1,0,0,1,0,0,0,1
3,1,4,5,5,2,1,0,0,1,0,0,0,1
3,1,4,6,1,2,1,0,1,0,0,1,0,2
3,1,4,6,1,2,2,0,1,0,0,0,0,1
3,1,4,6,1,3,1,0,0,1,0,0,0,1
3,1,4,6,1,4,1,0,1,0,1,0,0,2
3,1,4,6,1,4,2,0,0,0,1,0,0,1
3,1,4,6,5,2,1,0,1,0,0,0,0,1
3,1,5,1,1,3,1,0,1,0,0,0,0,1
3,1,5,1,1,3,2,0,0,1,0,0,0,1
3,1,5,1,1,4,1,0,1,0,0,0,0,1
3,1,5,1,3,2,1,0,0,1,0,0,0,1
3,1,5,1,3,2,2,0,0,0,1,0,0,1
3,1,5,1,3,3,2,0,1,0,0,0,0,1
3,1,5,1,4,2,2,0,0,0,0,1,0,1
3,1,5,1,5,2,1,1,0,0,0,0,0,1
3,1,5,1,5,3,2,0,0,1,0,0,0,1
3,1,5,2,1,2,1,2,0,3,1,0,0,6
3,1,5,2,1,2,2,0,1,1,3,0,0,5
3,1,5,2,1,3,2,0,0,2,0,0,0,2
3,1,5,2,1,4,1,0,0,0,1,0,0,1
3,1,5,2,1,4,2,0,0,1,0,0,0,1
3,1,5,2,2,2,1,0,0,1,0,0,0,1
3,1,5,2,2,2,2,0,0,1,0,1,0,2
3,1,5,2,2,3,2,0,0,2,0,0,0,2
3,1,5,2,2,4,2,0,0,0,1,0,0,1
3,1,5,2,3,2,1,0,1,1,2,0,0,4
3,1,5,2,3,2,2,0,0,1,1,0,0,2
3,1,5,2,3,3,1,0,0,0,0,1,0,1
3,1,5,2,3,3,2,0,1,0,0,0,0,1
3,1,5,2,5,2,1,0,1,0,0,0,0,1
3,1,5,2,5,2,2,0,1,0,0,1,0,2
3,1,5,2,5,3,2,0,1,0,0,0,0,1
3,1,5,3,1,1,1,0,0,1,0,0,0,1
3,1,5,3,1,2,1,0,2,4,1,2,0,9
3,1,5,3,1,2,2,0,0,1,3,0,0,4
3,1,5,3,1,3,1,0,0,1,0,0,0,1
3,1,5,3,1,3,2,0,0,0,1,0,0,1
3,1,5,3,1,4,1,0,1,1,0,0,0,2
3,1,5,3,1,4,2,0,0,0,1,0,0,1
3,1,5,3,2,2,2,0,0,1,0,0,0,1
3,1,5,3,2,3,2,1,0,1,0,0,0,2
3,1,5,3,3,2,2,0,1,0,0,0,0,1
3,1,5,3,3,3,1,0,1,0,0,0,0,1
3,1,5,3,5,2,2,0,1,0,0,0,0,1
3,1,5,4,1,2,1,0,0,0,0,0,1,1
3,1,5,4,1,2,2,0,1,0,0,0,1,2
3,1,5,4,1,3,2,0,0,1,0,0,0,1
3,1,5,4,3,2,2,0,1,0,0,0,0,1
3,1,5,4,4,4,1,0,0,1,0,0,0,1
3,1,5,5,1,2,1,0,0,0,0,1,0,1
3,1,5,5,1,2,2,0,0,2,0,0,0,2
3,1,5,5,5,2,1,0,2,0,0,0,0,2
3,1,5,6,1,1,1,0,0,1,0,1,0,2
3,1,5,6,1,2,1,0,1,2,0,1,0,4
3,1,5,6,1,2,2,0,0,0,0,0,1,1
3,1,5,6,1,4,1,0,0,0,1,0,0,1
3,1,5,6,2,2,1,0,0,0,1,0,0,1
3,1,5,6,2,2,2,0,1,0,0,0,0,1
3,1,5,6,2,3,2,0,0,1,0,0,0,1
3,1,5,6,5,3,2,0,0,0,0,0,1,1
3,2,1,1,1,2,2,0,0,0,0,0,1,1
3,2,1,1,3,2,2,0,1,0,0,0,0,1
3,2,1,1,5,2,2,1,0,1,0,0,0,2
3,2,1,1,5,4,2,1,0,0,0,0,0,1
3,2,1,1,5,5,2,0,0,0,1,0,0,1
3,2,1,2,1,2,1,0,1,0,0,0,0,1
3,2,1,2,1,2,2,0,1,0,0,0,0,1
3,2,1,2,1,3,2,0,0,1,0,0,0,1
3,2,1,2,5,2,1,0,3,0,0,0,0,3
3,2,1,2,5,2,2,0,0,0,0,1,0,1
3,2,1,2,5,4,2,0,0,0,0,0,1,1
3,2,1,3,1,2,1,0,0,0,0,1,0,1
3,2,1,3,1,2,2,0,0,1,1,0,0,2
3,2,1,3,4,2,1,0,0,1,0,0,0,1
3,2,1,3,5,1,2,1,0,0,0,0,0,1
3,2,1,3,5,3,2,0,1,0,0,0,0,1
3,2,1,5,5,2,1,0,0,0,1,0,0,1
3,2,1,6,5,1,1,0,0,1,1,0,0,2
3,2,1,6,5,2,1,0,0,1,0,0,0,1
3,2,1,6,5,2,2,0,2,0,0,1,1,4
3,2,1,6,5,4,2,0,0,1,0,0,0,1
3,2,1,6,5,5,2,1,0,0,0,0,0,1
3,2,2,1,1,1,2,1,0,0,1,0,0,2
3,2,2,1,1,2,2,0,0,1,0,0,0,1
3,2,2,1,1,5,2,0,0,0,0,1,0,1
3,2,2,1,3,2,1,0,0,0,0,1,0,1
3,2,2,1,3,2,2,2,0,1,1,0,0,4
3,2,2,1,4,2,2,0,0,0,1,0,0,1
3,2,2,1,5,1,1,0,1,0,0,0,0,1
3,2,2,1,5,2,1,0,0,3,1,0,0,4
3,2,2,1,5,2,2,1,1,1,0,0,0,3
3,2,2,1,5,3,1,1,0,0,0,0,0,1
3,2,2,1,5,3,2,0,0,1,0,0,0,1
3,2,2,1,5,4,1,0,0,0,0,1,0,1
3,2,2,2,1,2,1,0,1,2,1,2,0,6
3,2,2,2,1,2,2,2,4,4,2,2,1,15
3,2,2,2,1,3,2,0,0,1,0,1,0,2
3,2,2,2,1,4,2,0,0,1,0,1,0,2
3,2,2,2,1,5,2,0,1,0,0,0,0,1
3,2,2,2,2,2,1,0,0,0,1,0,0,1
3,2,2,2,3,1,2,1,0,0,0,0,0,1
3,2,2,2,3,2,1,0,0,1,0,0,0,1
3,2,2,2,3,2,2,0,1,1,0,2,0,4
3,2,2,2,3,4,2,0,1,0,1,0,0,2
3,2,2,2,3,5,1,0,0,0,1,0,0,1
3,2,2,2,4,2,1,0,0,0,0,1,0,1
3,2,2,2,5,1,1,0,1,0,0,0,0,1
3,2,2,2,5,2,1,3,0,3,2,2,0,10
3,2,2,2,5,2,2,1,3,3,3,1,0,11
3,2,2,2,5,3,1,0,0,2,0,0,0,2
3,2,2,2,5,3,2,1,0,2,2,0,2,7
3,2,2,2,5,4,2,1,0,0,0,0,0,1
3,2,2,3,1,1,2,0,3,0,0,0,0,3
3,2,2,3,1,2,1,0,1,2,2,2,0,7
3,2,2,3,1,2,2,1,3,7,1,2,0,14
3,2,2,3,1,3,1,0,0,1,0,0,0,1
3,2,2,3,1,3,2,0,0,1,0,0,0,1
3,2,2,3,1,4,1,1,0,0,1,0,0,2
3,2,2,3,1,5,1,0,0,0,0,0,1,1
3,2,2,3,1,5,2,1,1,1,0,0,0,3
3,2,2,3,3,1,1,0,1,0,0,0,0,1
3,2,2,3,3,2,2,0,0,0,2,0,0,2
3,2,2,3,4,2,2,1,0,0,0,0,0,1
3,2,2,3,5,2,1,1,5,3,1,0,0,10
3,2,2,3,5,2,2,0,1,3,2,0,0,6
3,2,2,3,5,3,2,1,1,0,0,0,0,2
3,2,2,3,5,5,1,0,1,0,0,0,0,1
3,2,2,4,1,2,1,3,1,2,0,0,0,6
3,2,2,4,1,2,2,0,1,3,4,0,1,9
3,2,2,4,1,3,1,0,0,0,0,1,0,1
3,2,2,4,1,4,2,0,0,0,1,0,0,1
3,2,2,4,4,2,2,0,0,0,1,0,0,1
3,2,2,4,5,1,1,0,1,0,0,0,0,1
3,2,2,4,5,2,2,0,0,0,0,1,0,1
3,2,2,5,1,1,1,2,0,0,0,0,0,2
3,2,2,5,1,2,1,1,2,1,2,1,0,7
3,2,2,5,1,2,2,2,4,2,1,3,0,12
3,2,2,5,1,3,1,0,0,1,0,0,0,1
3,2,2,5,3,1,1,0,0,0,1,0,0,1
3,2,2,5,3,2,1,1,0,0,0,0,0,1
3,2,2,5,5,2,1,1,0,1,0,1,0,3
3,2,2,5,5,3,2,0,0,0,1,0,0,1
3,2,2,6,1,2,1,0,0,0,1,1,0,2
3,2,2,6,1,2,2,0,0,0,1,0,0,1
3,2,2,6,1,4,1,0,0,0,0,1,0,1
3,2,2,6,1,4,2,0,0,0,0,0,1,1
3,2,2,6,2,2,2,0,0,0,1,0,0,1
3,2,2,6,3,2,2,2,0,0,0,0,0,2
3,2,2,6,5,2,1,0,1,1,1,1,0,4
3,2,2,6,5,2,2,1,0,0,0,1,0,2
3,2,2,6,5,3,2,0,0,0,0,0,1,1
3,2,3,1,1,2,1,0,1,0,1,0,0,2
3,2,3,1,1,2,2,1,1,1,1,1,0,5
3,2,3,1,2,1,1,1,0,0,0,0,0,1
3,2,3,1,3,2,1,0,0,1,2,0,0,3
3,2,3,1,3,2,2,0,0,0,3,1,1,5
3,2,3,1,3,3,2,0,0,0,1,0,0,1
3,2,3,1,3,5,1,0,0,0,0,0,1,1
3,2,3,1,4,2,2,1,0,2,0,0,0,3
3,2,3,1,5,1,1,0,0,1,0,0,0,1
3,2,3,1,5,2,1,2,0,4,0,1,1,8
3,2,3,1,5,2,2,4,0,3,1,0,0,8
3,2,3,1,5,3,1,1,0,0,0,0,0,1
3,2,3,1,5,3,2,0,1,1,0,0,0,2
3,2,3,1,5,4,2,0,0,1,0,0,0,1
3,2,3,1,5,5,2,0,0,1,0,0,0,1
3,2,3,2,1,1,2,1,0,0,0,0,0,1
3,2,3,2,1,2,1,2,0,5,3,3,0,13
3,2,3,2,1,2,2,4,1,8,3,2,1,19
3,2,3,2,1,3,1,0,0,1,0,0,0,1
3,2,3,2,1,3,2,0,0,0,1,2,0,3
3,2,3,2,1,4,1,0,0,0,1,0,0,1
3,2,3,2,1,4,2,0,0,1,1,0,1,3
3,2,3,2,1,5,1,2,0,0,0,0,0,2
3,2,3,2,1,5,2,0,0,0,0,0,1,1
3,2,3,2,2,2,2,1,0,1,1,1,1,5
3,2,3,2,3,1,1,0,0,1,0,0,0,1
3,2,3,2,3,1,2,0,0,0,1,0,0,1
3,2,3,2,3,2,1,0,1,2,3,1,0,7
3,2,3,2,3,2,2,1,1,6,2,1,1,12
3,2,3,2,3,3,2,0,2,0,0,0,1,3
3,2,3,2,3,4,1,0,0,1,0,0,0,1
3,2,3,2,4,2,1,0,0,0,0,1,0,1
3,2,3,2,4,2,2,0,0,2,0,0,0,2
3,2,3,2,4,3,1,0,0,0,1,0,0,1
3,2,3,2,4,4,2,0,0,1,0,0,0,1
3,2,3,2,5,1,2,0,1,0,0,0,0,1
3,2,3,2,5,2,1,1,3,3,2,2,0,11
3,2,3,2,5,2,2,1,2,5,1,1,0,10
3,2,3,2,5,3,1,1,0,0,0,0,0,1
3,2,3,2,5,3,2,0,1,2,1,0,0,4
3,2,3,3,1,1,1,1,0,1,1,1,0,4
3,2,3,3,1,2,1,1,1,8,12,6,0,28
3,2,3,3,1,2,2,4,2,9,7,2,0,24
3,2,3,3,1,3,1,1,0,3,1,0,0,5
3,2,3,3,1,3,2,1,0,0,1,0,0,2
3,2,3,3,1,4,1,1,1,1,0,0,0,3
3,2,3,3,1,4,2,0,0,1,2,0,0,3
3,2,3,3,2,2,1,0,0,1,0,0,0,1
3,2,3,3,2,2,2,0,0,1,0,0,0,1
3,2,3,3,2,4,1,0,0,0,0,1,0,1
3,2,3,3,2,4,2,0,0,0,0,1,0,1
3,2,3,3,3,2,1,1,0,1,3,1,0,6
3,2,3,3,3,2,2,0,2,2,1,0,0,5
3,2,3,3,4,1,1,0,0,1,0,0,0,1
3,2,3,3,5,2,1,0,3,6,5,1,1,16
3,2,3,3,5,2,2,0,1,2,1,1,0,5
3,2,3,3,5,3,1,0,0,0,1,1,0,2
3,2,3,3,5,3,2,0,1,1,0,0,0,2
3,2,3,4,1,1,2,0,0,0,2,0,0,2
3,2,3,4,1,2,1,0,4,3,5,3,0,15
3,2,3,4,1,2,2,0,1,3,2,0,0,6
3,2,3,4,1,3,2,0,0,0,1,0,0,1
3,2,3,4,1,4,1,0,0,1,0,0,0,1
3,2,3,4,1,4,2,0,0,2,0,0,0,2
3,2,3,4,1,5,2,0,0,0,1,0,0,1
3,2,3,4,3,1,2,0,0,1,0,0,0,1
3,2,3,4,3,2,1,0,2,0,0,0,0,2
3,2,3,4,3,2,2,0,0,1,0,0,0,1
3,2,3,4,3,3,2,1,0,0,0,0,0,1
3,2,3,4,5,2,2,0,0,1,0,0,1,2
3,2,3,4,5,3,1,1,0,0,0,0,0,1
3,2,3,4,5,4,1,0,0,1,0,0,0,1
3,2,3,4,5,5,1,0,0,1,0,0,0,1
3,2,3,5,1,1,1,0,1,0,1,2,0,4
3,2,3,5,1,1,2,0,0,1,0,0,0,1
3,2,3,5,1,2,1,3,7,9,20,9,0,48
3,2,3,5,1,2,2,4,4,9,5,1,0,23
3,2,3,5,1,3,1,0,2,3,1,0,0,6
3,2,3,5,1,3,2,0,1,0,0,0,0,1
3,2,3,5,1,4,1,0,0,2,1,0,0,3
3,2,3,5,3,2,1,1,1,0,0,0,0,2
3,2,3,5,3,2,2,0,2,0,1,0,0,3
3,2,3,5,3,3,2,0,0,0,0,0,1,1
3,2,3,5,4,1,1,0,1,0,0,0,0,1
3,2,3,5,4,1,2,0,0,1,0,0,0,1
3,2,3,5,5,2,1,0,2,3,0,0,0,5
