EduCat,USRCat,AgeCat,IncCat,MarCat,RaceCat,GenderCat,ideo5_2016,Success,n
4,2,4,2,1,2,1,5,0,1
4,2,4,2,1,2,2,2,0,1
4,2,4,2,1,2,2,3,0,3
4,2,4,2,1,2,2,4,4,4
4,2,4,2,1,2,2,5,3,5
4,2,4,2,1,3,1,3,1,1
4,2,4,2,1,4,1,4,1,1
4,2,4,2,2,1,2,3,0,1
4,2,4,2,2,1,2,6,0,1
4,2,4,2,2,2,2,3,0,1
4,2,4,2,2,3,2,4,0,1
4,2,4,2,3,1,2,5,0,1
4,2,4,2,3,2,1,2,1,1
4,2,4,2,3,2,1,3,3,3
4,2,4,2,3,2,1,4,2,2
4,2,4,2,3,2,1,5,1,1
4,2,4,2,3,2,2,2,0,1
4,2,4,2,3,2,2,3,4,6
4,2,4,2,3,2,2,4,0,1
4,2,4,2,3,3,1,1,0,2
4,2,4,2,3,3,1,2,0,1
4,2,4,2,3,3,2,2,0,1
4,2,4,2,3,4,1,3,1,1
4,2,4,2,3,5,2,3,0,1
4,2,4,2,4,2,2,3,0,1
4,2,4,2,4,3,1,3,1,1
4,2,4,2,5,1,1,3,0,1
4,2,4,2,5,2,1,1,1,1
4,2,4,2,5,2,1,2,0,1
4,2,4,2,5,2,1,3,4,7
4,2,4,2,5,2,1,4,1,2
4,2,4,2,5,2,1,5,1,1
4,2,4,2,5,2,2,1,0,2
4,2,4,2,5,2,2,2,1,3
4,2,4,2,5,2,2,3,1,9
4,2,4,2,5,2,2,4,1,2
4,2,4,2,5,3,1,2,0,1
4,2,4,2,5,3,1,5,1,1
4,2,4,2,5,3,2,2,0,1
4,2,4,2,5,4,1,4,1,1
4,2,4,3,1,1,1,3,2,2
4,2,4,3,1,1,1,4,3,3
4,2,4,3,1,1,2,3,1,2
4,2,4,3,1,1,2,4,1,1
4,2,4,3,1,2,1,1,0,3
4,2,4,3,1,2,1,2,1,5
4,2,4,3,1,2,1,3,4,7
4,2,4,3,1,2,1,4,10,10
4,2,4,3,1,2,1,5,4,4
4,2,4,3,1,2,2,1,0,2
4,2,4,3,1,2,2,2,1,7
4,2,4,3,1,2,2,3,3,7
4,2,4,3,1,2,2,4,5,7
4,2,4,3,1,2,2,5,2,2
4,2,4,3,1,3,1,2,0,2
4,2,4,3,1,3,1,4,0,1
4,2,4,3,1,3,1,5,1,1
4,2,4,3,1,3,2,3,0,1
4,2,4,3,1,3,2,6,0,1
4,2,4,3,1,4,1,3,0,1
4,2,4,3,1,5,2,5,0,1
4,2,4,3,2,1,1,3,1,1
4,2,4,3,2,1,2,3,0,1
4,2,4,3,2,2,1,2,0,1
4,2,4,3,2,2,1,3,1,1
4,2,4,3,2,2,2,1,0,1
4,2,4,3,2,2,2,3,1,2
4,2,4,3,2,2,2,4,0,1
4,2,4,3,2,3,2,3,0,1
4,2,4,3,3,2,1,1,0,2
4,2,4,3,3,2,1,2,0,1
4,2,4,3,3,2,1,3,1,4
4,2,4,3,3,2,1,4,1,1
4,2,4,3,3,2,2,1,0,2
4,2,4,3,3,2,2,2,0,2
4,2,4,3,3,2,2,3,1,2
4,2,4,3,3,2,2,4,1,3
4,2,4,3,3,3,1,3,0,3
4,2,4,3,3,3,1,4,1,1
4,2,4,3,4,4,2,3,0,1
4,2,4,3,5,1,1,2,0,1
4,2,4,3,5,1,1,4,2,2
4,2,4,3,5,2,1,1,0,1
4,2,4,3,5,2,1,2,0,4
4,2,4,3,5,2,1,3,2,3
4,2,4,3,5,2,1,4,3,3
4,2,4,3,5,2,1,5,1,1
4,2,4,3,5,2,2,1,0,1
4,2,4,3,5,2,2,2,0,1
4,2,4,3,5,2,2,3,0,3
4,2,4,3,5,2,2,4,2,2
4,2,4,3,5,2,2,5,1,1
4,2,4,3,5,3,1,1,0,1
4,2,4,3,5,3,2,2,0,1
4,2,4,3,5,3,2,3,0,1
4,2,4,3,5,4,2,4,0,1
4,2,4,4,1,1,1,3,1,2
4,2,4,4,1,2,1,1,0,1
4,2,4,4,1,2,1,2,0,1
4,2,4,4,1,2,1,3,2,3
4,2,4,4,1,2,1,4,6,8
4,2,4,4,1,2,1,5,1,1
4,2,4,4,1,2,2,2,0,5
4,2,4,4,1,2,2,3,2,5
4,2,4,4,1,2,2,4,4,4
4,2,4,4,1,2,2,5,1,2
4,2,4,4,1,3,1,2,0,1
4,2,4,4,1,3,2,3,0,1
4,2,4,4,1,3,2,5,0,1
4,2,4,4,1,4,1,3,1,2
4,2,4,4,1,5,1,4,1,1
4,2,4,4,1,5,2,3,0,2
4,2,4,4,1,5,2,5,0,1
4,2,4,4,2,2,1,2,0,1
4,2,4,4,3,2,1,3,1,1
4,2,4,4,3,2,1,4,2,2
4,2,4,4,3,2,1,5,1,1
4,2,4,4,3,3,2,2,0,1
4,2,4,4,5,2,1,3,2,3
4,2,4,4,5,2,1,4,2,2
4,2,4,4,5,2,1,5,1,1
4,2,4,4,5,2,2,1,0,1
4,2,4,4,5,2,2,2,0,1
4,2,4,4,5,2,2,4,0,1
4,2,4,4,5,3,2,4,0,1
4,2,4,4,5,4,1,2,0,1
4,2,4,5,1,1,1,3,5,8
4,2,4,5,1,1,1,4,2,2
4,2,4,5,1,1,1,6,2,2
4,2,4,5,1,1,2,3,1,1
4,2,4,5,1,1,2,4,1,1
4,2,4,5,1,1,2,5,1,1
4,2,4,5,1,2,1,1,0,7
4,2,4,5,1,2,1,2,0,9
4,2,4,5,1,2,1,3,22,44
4,2,4,5,1,2,1,4,25,27
4,2,4,5,1,2,1,5,11,11
4,2,4,5,1,2,2,1,1,10
4,2,4,5,1,2,2,2,2,19
4,2,4,5,1,2,2,3,15,37
4,2,4,5,1,2,2,4,13,16
4,2,4,5,1,2,2,5,4,4
4,2,4,5,1,2,2,6,1,1
4,2,4,5,1,3,1,3,0,5
4,2,4,5,1,3,2,3,1,2
4,2,4,5,1,4,1,1,0,1
4,2,4,5,1,4,1,2,1,1
4,2,4,5,1,4,1,3,0,1
4,2,4,5,1,4,1,4,1,1
4,2,4,5,1,4,1,5,1,1
4,2,4,5,1,4,2,1,0,1
4,2,4,5,1,4,2,2,0,1
4,2,4,5,1,4,2,3,1,2
4,2,4,5,1,5,1,3,1,2
4,2,4,5,1,5,1,4,0,1
4,2,4,5,1,5,2,3,0,2
4,2,4,5,1,5,2,5,1,1
4,2,4,5,2,2,1,3,1,1
4,2,4,5,2,2,1,4,1,1
4,2,4,5,2,2,2,1,0,1
4,2,4,5,2,2,2,3,1,2
4,2,4,5,2,4,1,3,0,1
4,2,4,5,3,2,1,2,0,1
4,2,4,5,3,2,1,3,3,4
4,2,4,5,3,2,1,4,1,2
4,2,4,5,3,2,2,2,1,1
4,2,4,5,3,2,2,3,2,2
4,2,4,5,3,2,2,4,3,4
4,2,4,5,3,3,1,2,0,1
4,2,4,5,3,4,2,3,0,1
4,2,4,5,3,5,1,3,0,1
4,2,4,5,4,2,1,4,1,1
4,2,4,5,5,2,1,3,1,2
4,2,4,5,5,2,1,4,1,1
4,2,4,5,5,2,2,2,0,1
4,2,4,5,5,2,2,3,2,4
4,2,4,5,5,2,2,4,2,2
4,2,4,5,5,2,2,5,1,1
4,2,4,5,5,3,2,2,0,1
4,2,4,5,5,4,1,2,0,1
4,2,4,6,1,1,1,3,3,3
4,2,4,6,1,1,1,4,1,1
4,2,4,6,1,1,1,5,1,1
4,2,4,6,1,1,2,3,1,1
4,2,4,6,1,1,2,4,1,1
4,2,4,6,1,2,1,1,0,2
4,2,4,6,1,2,1,2,0,2
4,2,4,6,1,2,1,3,2,8
4,2,4,6,1,2,1,4,8,8
4,2,4,6,1,2,1,5,2,2
4,2,4,6,1,2,1,6,0,2
4,2,4,6,1,2,2,1,0,5
4,2,4,6,1,2,2,2,0,5
4,2,4,6,1,2,2,3,7,13
4,2,4,6,1,2,2,4,7,8
4,2,4,6,1,2,2,5,4,4
4,2,4,6,1,3,1,2,0,2
4,2,4,6,1,3,1,3,0,1
4,2,4,6,1,3,1,4,0,1
4,2,4,6,1,3,2,3,0,1
4,2,4,6,1,4,1,3,0,2
4,2,4,6,1,4,1,4,0,1
4,2,4,6,1,4,1,5,1,1
4,2,4,6,1,4,2,3,0,2
4,2,4,6,1,5,1,2,0,1
4,2,4,6,2,2,1,4,1,1
4,2,4,6,3,2,1,3,1,2
4,2,4,6,3,2,1,4,1,1
4,2,4,6,3,2,2,1,0,1
4,2,4,6,3,2,2,3,1,2
4,2,4,6,3,2,2,4,1,1
4,2,4,6,3,2,2,5,1,1
4,2,4,6,3,3,1,2,0,1
4,2,4,6,4,2,1,5,0,1
4,2,4,6,5,2,1,2,0,1
4,2,4,6,5,2,1,3,1,4
4,2,4,6,5,2,1,4,2,3
4,2,4,6,5,2,2,2,0,1
4,2,4,6,5,2,2,3,1,3
4,2,4,6,5,2,2,5,1,1
4,2,4,6,5,3,1,1,0,1
4,2,4,6,5,3,1,2,0,1
4,2,4,6,5,3,2,2,0,1
4,2,4,6,5,3,2,3,0,1
4,2,5,1,1,2,2,3,1,1
4,2,5,1,2,1,2,4,1,1
4,2,5,1,3,2,1,3,2,2
4,2,5,1,3,2,1,4,1,1
4,2,5,1,3,2,2,1,0,1
4,2,5,1,3,2,2,4,1,1
4,2,5,1,3,3,2,3,0,1
4,2,5,1,3,3,2,4,0,1
4,2,5,1,5,2,1,4,1,1
4,2,5,1,5,2,2,4,1,1
4,2,5,1,5,3,2,3,0,1
4,2,5,2,1,1,1,5,1,1
4,2,5,2,1,2,1,2,0,1
4,2,5,2,1,2,1,3,3,10
4,2,5,2,1,2,1,4,2,2
4,2,5,2,1,2,1,5,2,2
4,2,5,2,1,2,2,1,0,4
4,2,5,2,1,2,2,2,0,5
4,2,5,2,1,2,2,3,1,2
4,2,5,2,1,2,2,4,2,2
4,2,5,2,1,2,2,5,0,1
4,2,5,2,1,3,1,3,0,1
4,2,5,2,1,3,1,4,0,1
4,2,5,2,1,3,2,3,0,2
4,2,5,2,1,4,2,3,0,1
4,2,5,2,2,1,2,3,0,1
4,2,5,2,2,2,1,3,0,2
4,2,5,2,2,2,1,4,3,5
4,2,5,2,2,2,2,2,0,7
4,2,5,2,2,2,2,3,0,2
4,2,5,2,2,3,2,3,0,2
4,2,5,2,2,3,2,4,0,1
4,2,5,2,3,1,1,4,2,2
4,2,5,2,3,1,2,5,1,1
4,2,5,2,3,2,1,2,0,1
4,2,5,2,3,2,1,3,0,1
4,2,5,2,3,2,1,4,3,4
4,2,5,2,3,2,2,1,0,1
4,2,5,2,3,2,2,2,0,3
4,2,5,2,3,2,2,3,1,1
4,2,5,2,3,2,2,4,1,2
4,2,5,2,3,2,2,5,1,1
4,2,5,2,3,3,1,2,0,1
4,2,5,2,3,3,2,2,0,1
4,2,5,2,3,3,2,3,0,1
4,2,5,2,3,3,2,6,0,1
4,2,5,2,4,2,1,3,1,2
4,2,5,2,5,1,1,4,1,1
4,2,5,2,5,2,1,1,0,1
4,2,5,2,5,2,1,2,1,2
4,2,5,2,5,2,1,3,2,3
4,2,5,2,5,2,1,4,2,2
4,2,5,2,5,2,2,1,1,2
4,2,5,2,5,2,2,2,1,1
4,2,5,2,5,2,2,3,1,3
4,2,5,2,5,2,2,4,0,2
4,2,5,2,5,3,2,1,0,1
4,2,5,2,5,3,2,3,0,3
4,2,5,2,5,4,2,1,0,1
4,2,5,3,1,1,1,5,1,1
4,2,5,3,1,1,2,1,0,1
4,2,5,3,1,1,2,4,0,1
4,2,5,3,1,2,1,1,0,1
4,2,5,3,1,2,1,2,0,6
4,2,5,3,1,2,1,3,7,17
4,2,5,3,1,2,1,4,22,24
4,2,5,3,1,2,1,5,1,1
4,2,5,3,1,2,1,6,0,1
4,2,5,3,1,2,2,1,0,1
4,2,5,3,1,2,2,2,0,2
4,2,5,3,1,2,2,3,1,5
4,2,5,3,1,2,2,4,8,9
4,2,5,3,1,2,2,5,1,1
4,2,5,3,1,3,1,2,0,1
4,2,5,3,1,3,1,3,0,1
4,2,5,3,1,3,1,4,1,1
4,2,5,3,1,3,2,3,0,1
4,2,5,3,1,4,1,3,0,1
4,2,5,3,1,4,1,4,1,1
4,2,5,3,1,4,1,5,1,1
4,2,5,3,1,4,2,3,1,1
4,2,5,3,2,2,1,2,0,1
4,2,5,3,2,2,1,3,0,1
4,2,5,3,2,2,1,4,5,5
4,2,5,3,2,2,2,3,1,4
4,2,5,3,2,2,2,4,0,1
4,2,5,3,2,3,1,2,0,1
4,2,5,3,2,3,2,3,0,1
4,2,5,3,3,2,1,1,0,2
4,2,5,3,3,2,1,3,2,3
4,2,5,3,3,2,1,4,3,3
4,2,5,3,3,2,2,1,0,1
4,2,5,3,3,2,2,2,0,2
4,2,5,3,3,2,2,3,0,4
4,2,5,3,3,2,2,4,1,1
4,2,5,3,3,2,2,5,1,1
4,2,5,3,3,3,1,4,1,1
4,2,5,3,3,4,2,2,0,1
4,2,5,3,4,2,2,4,1,1
4,2,5,3,5,2,1,2,0,1
4,2,5,3,5,2,1,3,2,2
4,2,5,3,5,2,2,2,0,1
4,2,5,3,5,3,1,2,0,1
4,2,5,3,5,4,2,3,0,1
4,2,5,4,1,1,1,4,1,1
4,2,5,4,1,1,2,3,0,1
4,2,5,4,1,1,2,4,1,1
4,2,5,4,1,2,1,1,0,1
4,2,5,4,1,2,1,2,0,5
4,2,5,4,1,2,1,3,6,13
4,2,5,4,1,2,1,4,15,16
4,2,5,4,1,2,1,5,2,2
4,2,5,4,1,2,2,2,0,3
4,2,5,4,1,2,2,3,2,3
4,2,5,4,1,2,2,4,4,6
4,2,5,4,1,3,1,3,0,2
4,2,5,4,1,4,1,3,1,1
4,2,5,4,1,4,1,4,0,1
4,2,5,4,2,2,2,1,0,1
4,2,5,4,2,2,2,2,1,1
4,2,5,4,2,2,2,3,1,3
4,2,5,4,3,2,1,1,0,1
4,2,5,4,3,2,1,3,0,1
4,2,5,4,3,2,1,4,0,1
4,2,5,4,3,2,2,1,0,1
4,2,5,4,3,2,2,4,1,1
4,2,5,4,4,2,1,2,0,1
4,2,5,4,4,2,2,3,0,1
4,2,5,4,5,2,1,3,1,1
4,2,5,4,5,2,1,4,2,2
4,2,5,4,5,2,2,2,1,1
4,2,5,5,1,1,1,1,0,1
4,2,5,5,1,1,1,4,2,2
4,2,5,5,1,1,2,1,1,2
4,2,5,5,1,1,2,2,0,1
4,2,5,5,1,1,2,3,1,1
4,2,5,5,1,1,2,4,0,1
4,2,5,5,1,2,1,1,0,8
4,2,5,5,1,2,1,2,3,18
4,2,5,5,1,2,1,3,17,35
4,2,5,5,1,2,1,4,36,36
4,2,5,5,1,2,1,5,2,2
4,2,5,5,1,2,2,1,1,7
4,2,5,5,1,2,2,2,1,12
4,2,5,5,1,2,2,3,6,12
4,2,5,5,1,2,2,4,11,13
4,2,5,5,1,3,1,1,0,1
4,2,5,5,1,3,1,2,0,2
4,2,5,5,1,3,1,3,0,2
4,2,5,5,1,3,1,4,0,1
4,2,5,5,1,3,1,5,1,1
4,2,5,5,1,3,2,2,0,1
4,2,5,5,1,4,1,2,0,1
4,2,5,5,1,4,1,3,0,2
4,2,5,5,1,4,1,4,0,1
4,2,5,5,1,4,2,2,0,1
4,2,5,5,1,5,1,2,0,1
4,2,5,5,2,1,1,3,1,1
4,2,5,5,2,2,1,3,0,1
4,2,5,5,2,2,1,4,1,1
4,2,5,5,2,2,2,3,1,1
4,2,5,5,2,2,2,4,1,1
4,2,5,5,2,3,2,2,0,1
4,2,5,5,3,2,1,2,1,2
4,2,5,5,3,2,1,3,0,1
4,2,5,5,3,2,1,4,1,1
4,2,5,5,3,2,1,5,1,1
4,2,5,5,3,2,2,3,1,1
4,2,5,5,3,3,1,3,0,1
4,2,5,5,3,4,2,4,1,1
4,2,5,5,4,2,2,5,1,1
4,2,5,5,5,1,2,3,0,1
4,2,5,5,5,2,1,3,1,1
4,2,5,5,5,2,2,3,0,2
4,2,5,5,5,2,2,4,1,1
4,2,5,5,5,3,2,3,0,1
4,2,5,6,1,1,1,2,0,1
4,2,5,6,1,1,1,3,1,1
4,2,5,6,1,2,1,1,0,1
4,2,5,6,1,2,1,2,0,3
4,2,5,6,1,2,1,3,6,10
4,2,5,6,1,2,1,4,16,16
4,2,5,6,1,2,1,5,2,3
4,2,5,6,1,2,2,1,0,2
4,2,5,6,1,2,2,2,0,1
4,2,5,6,1,2,2,3,6,8
4,2,5,6,1,2,2,4,4,4
4,2,5,6,1,2,2,5,6,6
4,2,5,6,1,2,2,6,1,1
4,2,5,6,1,3,1,3,0,1
4,2,5,6,1,3,2,3,0,2
4,2,5,6,1,4,1,4,0,1
4,2,5,6,1,4,2,3,0,1
4,2,5,6,1,5,1,3,0,1
4,2,5,6,2,1,2,2,0,1
4,2,5,6,2,2,1,3,1,1
4,2,5,6,2,2,1,4,1,2
4,2,5,6,2,2,2,2,0,2
4,2,5,6,2,2,2,3,1,3
4,2,5,6,2,2,2,4,0,1
4,2,5,6,2,3,2,2,0,2
4,2,5,6,2,4,1,5,1,1
4,2,5,6,2,4,2,4,0,1
4,2,5,6,3,2,1,3,1,2
4,2,5,6,3,2,1,4,1,1
4,2,5,6,3,2,2,3,0,1
4,2,5,6,3,2,2,4,4,4
4,2,5,6,3,2,2,6,0,1
4,2,5,6,3,3,1,1,0,1
4,2,5,6,3,3,2,3,0,1
4,2,5,6,4,1,2,3,0,1
4,2,5,6,5,1,2,4,1,1
4,2,5,6,5,2,1,1,1,1
4,2,5,6,5,2,1,2,0,3
4,2,5,6,5,2,1,3,1,2
4,2,5,6,5,2,1,4,1,1
4,2,5,6,5,2,1,5,1,1
4,2,5,6,5,2,2,2,0,1
4,2,5,6,5,2,2,3,3,4
4,2,5,6,5,2,2,4,1,1
4,3,1,1,5,2,1,3,1,1
4,3,1,1,5,3,2,4,0,1
4,3,1,2,1,2,2,5,1,1
4,3,1,2,5,2,1,2,0,1
4,3,1,2,5,2,2,1,1,1
4,3,1,2,5,2,2,2,0,1
4,3,1,2,5,3,2,2,0,1
4,3,1,3,1,2,2,2,0,1
4,3,1,3,5,1,1,2,0,1
4,3,1,3,5,2,1,2,0,1
4,3,1,3,5,2,1,4,1,1
4,3,1,6,5,2,1,3,1,1
4,3,1,6,5,2,2,4,0,1
4,3,2,1,5,2,1,4,1,1
4,3,2,1,5,3,2,6,0,1
4,3,2,2,1,2,2,5,1,1
4,3,2,2,1,3,2,6,1,1
4,3,2,2,3,2,1,3,1,1
4,3,2,2,3,2,1,5,1,1
4,3,2,2,5,2,1,2,0,1
4,3,2,2,5,2,1,3,2,3
4,3,2,2,5,2,1,4,1,1
4,3,2,2,5,2,1,6,1,1
4,3,2,2,5,2,2,3,0,1
4,3,2,2,5,2,2,4,0,1
4,3,2,3,1,1,1,5,1,1
4,3,2,3,1,1,2,3,1,1
4,3,2,3,1,2,1,2,0,1
4,3,2,3,1,2,1,3,1,1
4,3,2,3,1,2,1,5,1,1
4,3,2,3,1,2,2,2,0,1
4,3,2,3,1,2,2,3,0,1
4,3,2,3,1,5,2,2,0,1
4,3,2,3,3,2,1,1,0,1
4,3,2,3,3,3,2,3,0,1
4,3,2,3,5,2,1,3,1,1
4,3,2,3,5,2,1,4,2,2
4,3,2,3,5,2,2,1,0,1
4,3,2,3,5,2,2,3,2,2
4,3,2,4,1,2,1,5,2,2
4,3,2,4,1,2,2,1,0,1
4,3,2,4,1,2,2,2,0,1
4,3,2,4,1,2,2,3,1,3
4,3,2,4,1,2,2,4,0,2
4,3,2,4,1,3,2,2,0,1
4,3,2,4,1,4,1,2,0,1
4,3,2,4,1,5,2,2,0,1
4,3,2,4,3,2,1,4,1,1
4,3,2,4,5,1,1,2,0,1
4,3,2,4,5,2,1,3,0,1
4,3,2,4,5,2,2,1,0,1
4,3,2,4,5,2,2,3,0,1
4,3,2,5,1,2,1,2,1,1
4,3,2,5,1,2,1,3,2,3
4,3,2,5,1,2,1,4,2,2
4,3,2,5,1,2,1,6,1,1
4,3,2,5,1,2,2,2,0,1
4,3,2,5,1,2,2,3,2,3
4,3,2,5,3,1,2,3,1,1
4,3,2,6,1,2,1,4,1,1
4,3,2,6,1,2,2,5,1,1
4,3,2,6,4,1,1,2,1,1
4,3,2,6,5,1,2,1,0,1
4,3,2,6,5,2,1,1,0,1
4,3,2,6,5,2,2,3,0,1
4,3,2,6,5,2,2,4,0,1
4,3,2,6,5,2,2,5,1,1
4,3,3,1,1,2,1,1,1,1
4,3,3,1,1,2,1,3,1,1
4,3,3,1,2,3,2,3,0,1
4,3,3,1,3,2,1,3,1,1
4,3,3,1,5,2,1,5,1,1
4,3,3,2,1,1,1,4,1,1
4,3,3,2,1,2,1,2,0,1
4,3,3,2,1,2,1,5,1,1
4,3,3,2,1,2,2,1,0,1
4,3,3,2,1,2,2,4,1,1
4,3,3,2,1,3,2,3,0,1
4,3,3,2,3,1,1,3,1,1
4,3,3,2,3,2,1,6,1,1
4,3,3,2,3,3,2,3,0,1
4,3,3,2,5,2,1,4,1,1
4,3,3,2,5,2,2,1,0,1
4,3,3,2,5,2,2,3,0,1
4,3,3,2,5,2,2,4,1,1
4,3,3,3,1,1,1,4,1,1
4,3,3,3,1,2,1,3,2,3
4,3,3,3,1,2,1,5,2,2
4,3,3,3,1,2,2,2,0,1
4,3,3,3,1,2,2,3,1,1
4,3,3,3,1,2,2,4,1,1
4,3,3,3,1,2,2,5,1,1
4,3,3,3,3,2,1,4,1,1
4,3,3,3,3,2,2,2,0,2
4,3,3,3,3,2,2,3,0,1
4,3,3,3,5,2,1,2,0,1
4,3,3,3,5,2,1,4,1,1
4,3,3,3,5,2,2,3,1,1
4,3,3,3,5,4,1,4,0,1
4,3,3,4,1,1,2,2,0,1
4,3,3,4,1,2,1,1,0,1
4,3,3,4,1,2,1,5,1,1
4,3,3,4,1,2,2,2,0,1
4,3,3,4,1,2,2,3,0,1
4,3,3,4,1,2,2,4,2,3
4,3,3,4,4,2,1,2,0,1
4,3,3,5,1,2,1,2,1,2
4,3,3,5,1,2,1,3,1,2
4,3,3,5,1,2,1,4,5,5
4,3,3,5,1,2,1,5,6,6
4,3,3,5,1,2,2,1,0,2
4,3,3,5,1,2,2,2,0,4
4,3,3,5,1,2,2,3,2,4
4,3,3,5,1,2,2,4,0,1
4,3,3,5,1,2,2,5,1,1
4,3,3,5,1,3,1,3,0,1
4,3,3,5,1,5,1,4,0,1
4,3,3,5,3,1,1,5,1,1
4,3,3,5,4,3,1,3,0,1
4,3,3,5,5,2,1,3,1,1
4,3,3,5,5,2,1,4,1,1
4,3,3,5,5,4,2,2,0,1
4,3,3,6,1,2,1,3,2,3
4,3,3,6,1,2,1,5,1,1
4,3,3,6,1,2,2,2,0,4
4,3,3,6,1,2,2,3,1,1
4,3,3,6,1,2,2,5,1,1
4,3,3,6,1,3,1,4,1,1
4,3,3,6,2,2,1,4,1,1
4,3,3,6,5,2,1,4,1,1
4,3,3,6,5,2,2,2,0,1
4,3,4,1,1,2,2,5,1,1
4,3,4,1,1,2,2,6,0,1
4,3,4,1,3,2,1,3,1,1
4,3,4,1,3,2,2,4,0,1
4,3,4,1,5,2,1,3,0,1
4,3,4,2,1,2,1,2,0,1
4,3,4,2,1,2,1,3,1,1
4,3,4,2,1,2,1,4,3,4
4,3,4,2,1,2,1,5,1,1
4,3,4,2,1,2,2,2,0,2
4,3,4,2,1,2,2,3,2,5
4,3,4,2,1,2,2,4,2,2
4,3,4,2,1,2,2,5,1,1
4,3,4,2,3,2,1,4,2,2
4,3,4,2,3,2,2,2,1,1
4,3,4,2,3,3,2,4,0,1
4,3,4,2,5,2,1,2,0,1
4,3,4,2,5,2,2,2,0,1
4,3,4,3,1,1,1,5,1,1
4,3,4,3,1,2,1,2,0,1
4,3,4,3,1,2,1,3,3,3
4,3,4,3,1,2,1,4,0,1
4,3,4,3,1,2,1,5,2,2
4,3,4,3,1,2,2,2,0,1
4,3,4,3,1,2,2,3,1,4
4,3,4,3,1,3,1,4,0,1
4,3,4,3,2,2,2,2,0,1
4,3,4,3,2,2,2,3,1,2
4,3,4,3,3,2,2,1,0,1
4,3,4,3,5,2,1,3,1,1
4,3,4,3,5,2,1,5,0,1
4,3,4,3,5,2,2,4,0,1
4,3,4,3,5,5,2,3,1,1
4,3,4,4,1,2,1,3,0,1
4,3,4,4,1,2,1,4,1,1
4,3,4,4,1,2,2,2,0,3
4,3,4,4,1,2,2,3,0,1
4,3,4,4,2,2,2,3,0,1
4,3,4,4,3,2,2,5,1,1
4,3,4,4,3,4,2,5,1,1
4,3,4,4,5,2,2,3,0,1
4,3,4,5,1,1,1,3,1,1
4,3,4,5,1,1,2,1,0,1
4,3,4,5,1,1,2,3,0,1
4,3,4,5,1,2,1,1,0,1
4,3,4,5,1,2,1,2,1,4
4,3,4,5,1,2,1,3,5,8
4,3,4,5,1,2,1,4,9,9
4,3,4,5,1,2,2,1,0,3
4,3,4,5,1,2,2,2,0,2
4,3,4,5,1,2,2,3,5,8
4,3,4,5,1,2,2,4,4,4
4,3,4,5,1,3,1,3,0,1
4,3,4,5,1,3,2,3,0,1
4,3,4,5,1,4,1,3,0,1
4,3,4,5,1,5,1,3,1,1
4,3,4,5,3,2,1,4,1,1
4,3,4,5,3,2,2,2,1,1
4,3,4,5,5,1,1,3,1,1
4,3,4,6,1,1,1,3,1,1
4,3,4,6,1,1,2,2,0,1
4,3,4,6,1,2,1,3,2,2
4,3,4,6,1,2,1,4,2,2
4,3,4,6,1,2,1,5,3,3
4,3,4,6,1,2,2,4,1,2
4,3,4,6,3,3,2,3,0,1
4,3,5,1,3,2,2,2,0,2
4,3,5,1,3,2,2,3,0,1
4,3,5,1,5,2,1,4,1,1
4,3,5,2,1,2,1,1,0,1
4,3,5,2,1,2,1,3,0,1
4,3,5,2,1,2,1,5,3,3
4,3,5,2,1,2,2,1,0,1
4,3,5,2,1,2,2,3,1,1
4,3,5,2,1,2,2,4,1,1
4,3,5,2,1,2,2,5,1,1
4,3,5,2,2,2,2,1,0,1
4,3,5,2,2,2,2,3,1,1
4,3,5,2,3,2,2,2,0,1
4,3,5,2,5,2,2,2,0,1
4,3,5,2,5,3,1,3,0,1
4,3,5,3,1,2,1,1,0,1
4,3,5,3,1,2,1,2,0,2
4,3,5,3,1,2,1,3,3,3
4,3,5,3,1,2,1,4,4,4
4,3,5,3,1,2,1,5,2,2
4,3,5,3,1,2,2,2,0,1
4,3,5,3,1,2,2,3,2,4
4,3,5,3,1,2,2,4,1,3
4,3,5,3,2,2,2,3,1,1
4,3,5,3,3,2,2,3,0,1
4,3,5,3,3,2,2,4,1,1
4,3,5,3,3,2,2,5,1,1
4,3,5,3,5,2,2,4,2,2
4,3,5,4,1,1,1,6,1,1
4,3,5,4,1,2,1,2,0,2
4,3,5,4,1,2,1,3,2,3
4,3,5,4,1,2,1,4,3,3
4,3,5,4,1,2,2,1,0,1
4,3,5,4,1,2,2,3,1,1
4,3,5,4,1,2,2,5,1,1
4,3,5,4,2,2,2,3,1,2
4,3,5,4,3,2,1,3,0,1
4,3,5,5,1,2,1,2,0,6
4,3,5,5,1,2,1,3,2,6
4,3,5,5,1,2,1,4,7,7
4,3,5,5,1,2,1,5,2,2
4,3,5,5,1,2,2,1,0,2
4,3,5,5,1,2,2,2,0,1
4,3,5,5,1,2,2,3,3,5
4,3,5,5,1,2,2,4,0,1
4,3,5,5,1,3,2,1,0,1
4,3,5,5,1,4,2,3,0,1
4,3,5,5,2,2,2,2,0,1
4,3,5,5,3,3,1,3,0,1
4,3,5,5,5,2,1,3,1,1
4,3,5,6,1,1,1,3,1,1
4,3,5,6,1,2,1,1,0,1
4,3,5,6,1,2,1,3,1,1
4,3,5,6,1,2,1,4,4,4
4,3,5,6,1,2,2,3,0,1
4,3,5,6,1,2,2,4,0,2
